Code,displ,country,tushare-code,cat,DBFile,TblName
000584.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000585.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000586.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000587.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000589.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000590.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000591.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000592.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000593.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000595.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000596.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000597.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000598.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000599.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000600.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000601.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000603.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000605.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000606.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000607.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000608.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000609.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000610.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000611.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000612.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000613.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000615.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000616.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000617.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000619.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000620.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000622.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000623.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000625.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000626.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000627.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000628.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000629.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000630.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000631.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000632.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000633.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000635.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000636.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000637.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000638.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000639.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000650.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000651.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000652.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000655.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000656.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000657.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000659.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000661.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000663.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000665.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000666.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000667.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000668.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000669.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000671.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000672.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000673.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000676.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000677.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000678.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000679.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000680.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000681.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000682.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000683.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000685.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
000686.SZ,,CHN,,,D:\PythonSpace\Dasboard_Quant\00_database\MyQuantCN00.db,STOCKS_CN00
